X,Y,OBJECTID,ZoneDesc,CENTROID_X,CENTROID_Y,ZoneName,MeterName
130.836253320818258,-12.461618422192188,217,Zone C ($1.30/hr or $7.50/day),699577.484913,8621710.3758,ZONE C,ESP242
130.836529996208668,-12.461887289672879,218,Zone C ($1.30/hr or $7.50/day),699607.359607,8621680.4219,ZONE C,ESP241
130.836806596431956,-12.462156112105882,219,Zone C ($1.30/hr or $7.50/day),699637.226055,8621650.473,ZONE C,ESP240
130.837080638161268,-12.462422421605858,220,Zone C ($1.30/hr or $7.50/day),699666.816267,8621620.80404,ZONE C,ESP239
130.837357963213805,-12.462691871100777,221,Zone C ($1.30/hr or $7.50/day),699696.76105,8621590.78515,ZONE C,ESP238
130.837640191910538,-12.462968064183396,222,Zone C ($1.30/hr or $7.50/day),699727.233568,8621560.01641,ZONE C,ESP237
130.83797786626414,-12.463285144539658,223,Zone C ($1.30/hr or $7.50/day),699763.70286,8621524.68243,ZONE C,ESP236
130.838211932195975,-12.463542119049803,224,Zone C ($1.30/hr or $7.50/day),699788.95383,8621496.07606,ZONE C,ESP235
130.838480795880997,-12.463783670252958,225,Zone C ($1.30/hr or $7.50/day),699817.999699,8621469.14991,ZONE C,ESP234
130.83872377486955,-12.464016937921967,226,Zone C ($1.30/hr or $7.50/day),699844.237728,8621443.15958,ZONE C,ESP233
130.838962111583839,-12.464246348418969,227,Zone C ($1.30/hr or $7.50/day),699869.97393,8621417.59948,ZONE C,ESP232
130.83919879085812,-12.464468529832546,228,Zone C ($1.30/hr or $7.50/day),699895.53537,8621392.84044,ZONE C,ESP231
130.839435107810601,-12.464708268660267,229,Zone C ($1.30/hr or $7.50/day),699921.044,8621366.13912,ZONE C,ESP230
130.839692051001094,-12.464942322278981,230,Zone C ($1.30/hr or $7.50/day),699948.799404,8621340.05118,ZONE C,ESP120
130.838634444340499,-12.456075778860713,231,Zone C ($1.30/hr or $7.50/day),699840.61074,8622321.78703,ZONE C,WOO279
130.83898844769621,-12.45642097177333,232,Zone C ($1.30/hr or $7.50/day),699878.834812,8622283.33053,ZONE C,WOO278
130.839634638838334,-12.457045597989856,233,Zone C ($1.30/hr or $7.50/day),699948.612252,8622213.73913,ZONE C,WOO277
130.840333841051006,-12.456921532961481,234,Zone C ($1.30/hr or $7.50/day),700024.72714,8622226.93813,ZONE C,MCL294
130.840584441488886,-12.456667206109474,235,Zone C ($1.30/hr or $7.50/day),700052.168349,8622254.88637,ZONE C,MCL295
130.840756493350824,-12.457450289589577,236,Zone C ($1.30/hr or $7.50/day),700070.2738,8622168.1212,ZONE C,SHE290
130.840982070261219,-12.457213118605519,237,Zone C ($1.30/hr or $7.50/day),700094.98119,8622194.19031,ZONE C,SHE291
130.841323971632733,-12.458681702624123,238,Zone C ($1.30/hr or $7.50/day),700131.027081,8622031.45743,ZONE C,WOO276
130.841663201069707,-12.459012517853338,239,Zone C ($1.30/hr or $7.50/day),700167.655155,8621994.60218,ZONE C,WOO275
130.841742754447807,-12.459215849718008,240,Zone C ($1.30/hr or $7.50/day),700176.14837,8621972.04684,ZONE C,WOO263
130.842002706229579,-12.459343571990059,241,Zone C ($1.30/hr or $7.50/day),700204.31297,8621957.7203,ZONE C,WOO274
130.842343107508384,-12.459673758970016,242,Zone C ($1.30/hr or $7.50/day),700241.0688,8621920.93363,ZONE C,WOO273
130.842191152478591,-12.459651061138819,243,Zone C ($1.30/hr or $7.50/day),700224.565304,8621923.55937,ZONE C,WOO262
130.841368487753442,-12.458902491511529,244,Zone C ($1.30/hr or $7.50/day),700135.69765,8622006.99712,ZONE C,WOO264
130.841089205012736,-12.458628536402557,245,Zone C ($1.30/hr or $7.50/day),700105.54342,8622037.51644,ZONE C,WOO265
130.839470094887247,-12.457016267342949,246,Zone C ($1.30/hr or $7.50/day),699930.74495,8622217.10798,ZONE C,WOO267
130.839071084500631,-12.456628446241993,247,Zone C ($1.30/hr or $7.50/day),699887.660383,8622260.31458,ZONE C,WOO268
130.838655162215304,-12.4562256735299,248,Zone C ($1.30/hr or $7.50/day),699842.748387,8622305.18796,ZONE C,WOO269
130.838345641967067,-12.456264991510148,249,Off Street Carpark,699809.066084,8622301.07105,ZONE C,WDC297
130.843918458956239,-12.461206063529517,250,Zone B ($1.80/hr up to 3 hrs),700411.16741,8621750.21941,ZONE C,WOO187
130.844625173859384,-12.460978725302143,251,Zone C ($1.30/hr or $7.50/day),700488.17755,8621774.83692,ZONE C,FOE288
130.844860496826072,-12.460738384325516,252,Zone C ($1.30/hr or $7.50/day),700513.947154,8621801.24904,ZONE C,FOE289
130.844319989314954,-12.46128431886911,253,Zone C ($1.30/hr or $7.50/day),700454.76235,8621741.25838,ZONE C,WOO272
130.84449019454479,-12.461680050597973,254,Zone C ($1.30/hr or $7.50/day),700472.96319,8621697.34837,ZONE C,WOO272
130.845003464626416,-12.462188905935552,255,Zone C ($1.30/hr or $7.50/day),700528.37552,8621640.66384,ZONE C,WOO271
130.84526895683743,-12.462449746206211,256,Zone C ($1.30/hr or $7.50/day),700557.039603,8621611.60532,ZONE C,WOO270
130.845086603976199,-12.462470196778851,257,Zone C ($1.30/hr or $7.50/day),700537.19819,8621609.48064,ZONE C,WOO259
130.844771859578429,-12.46216190456218,258,Zone C ($1.30/hr or $7.50/day),700503.21579,8621643.82615,ZONE C,WOO260
130.844828204542864,-12.461694671789228,259,Zone C ($1.30/hr or $7.50/day),700509.700991,8621695.47536,ZONE C,CAR253
130.839850821804163,-12.462232617032001,260,Zone A ($2.50/hr up to 2 hrs),699968.139329,8621639.71656,ZONE A,SHA250
130.839588312695298,-12.461989238676408,261,Zone A ($2.50/hr up to 2 hrs),699939.785609,8621666.84032,ZONE A,SHA252
130.839749786563516,-12.461981881246023,262,Zone A ($2.50/hr up to 2 hrs),699957.346905,8621667.53259,ZONE A,SHA251
130.840014117073082,-12.462237400622703,263,Zone A ($2.50/hr up to 2 hrs),699985.88926,8621639.0643,ZONE A,SHA249
130.845060004692897,-12.466773193329077,264,Zone B ($1.80/hr up to 3 hrs),700530.99629,8621133.44236,ZONE B,ESP281
130.844704651432551,-12.466918430039648,265,Zone A ($2.50/hr up to 2 hrs),700492.250704,8621117.64291,ZONE B,ESP071
130.844816155096652,-12.467031825516338,266,Zone B ($1.80/hr up to 3 hrs),700504.28606,8621105.01315,ZONE B,ESP280
130.839448996529711,-12.462854262508161,267,Zone A ($2.50/hr up to 2 hrs),699923.975676,8621571.24439,ZONE A,MIT015
130.844168968677508,-12.461653463598855,268,Zone B ($1.80/hr up to 3 hrs),700438.059443,8621700.53253,ZONE B,WOO176
130.845850832934957,-12.465206482986405,269,Off Street Carpark,700618.180672,8621306.17613,ZONE OFF-STREET,CCC303
130.845704128560044,-12.465063991260758,270,Off Street Carpark,700602.34057,8621322.0515,ZONE OFF-STREET,CCC296
130.845606646739554,-12.463167170429621,271,Off Street Carpark,700593.20175,8621531.97837,ZONE OFF-STREET,NICH B
130.841021285429576,-12.466515234549846,272,Off Street Carpark,700092.10659,8621165.03147,ZONE OFF-STREET,D/O 2
130.840933756381816,-12.466793861836942,273,Off Street Carpark,700082.376609,8621134.2719,ZONE OFF-STREET,D/O 2
130.838034947684889,-12.458543847531899,274,Off Street Carpark,699773.541,8622049.18668,ZONE OFF-STREET,MCL B
130.837964517605116,-12.456264813813064,275,Off Street Carpark,699767.629,8622301.37763,ZONE OFF-STREET,WDC 298
130.835756748520112,-12.458607211021326,276,Off Street Carpark,699525.80072,8622043.8903,ZONE OFF-STREET,M/D A
130.835854974996096,-12.45870241498754,277,Off Street Carpark,699536.407323,8622033.28369,ZONE OFF-STREET,M/D A
130.835831832615526,-12.459150373939512,278,Zone B ($1.80/hr up to 3 hrs),699533.54849,8621983.74178,ZONE OFF-STREET,MIT144
130.835993675033137,-12.459159895615048,279,Off Street Carpark,699551.13707,8621982.56668,ZONE OFF-STREET,96 MIT 1
130.843506684235052,-12.458709197248536,280,Off Street Carpark,700368.31679,8622026.76869,ZONE OFF-STREET,MCMINN 4
130.844685436241207,-12.459851603105406,281,Off Street Carpark,700495.59601,8621899.48947,ZONE OFF-STREET,MCMINN 1
130.843899600424947,-12.459089999944183,282,Off Street Carpark,700410.743197,8621984.34228,ZONE OFF-STREET,MCMINN 3
130.844292517760323,-12.459470801896495,283,Off Street Carpark,700453.169604,8621941.91588,ZONE OFF-STREET,MCMINN 2
130.842465748435217,-12.464471117883829,284,Off Street Carpark,700250.71832,8621390.09019,ZONE OFF-STREET,WLCP 1A
130.842356594628683,-12.464365331148315,285,Off Street Carpark,700238.93226,8621401.87624,ZONE OFF-STREET,WLCP 1A
130.838089321099147,-12.461362811869435,286,Zone A ($2.50/hr up to 2 hrs),699777.293208,8621737.27334,ZONE A,MIT302
130.840732016298858,-12.462033992762779,287,Zone A ($2.50/hr up to 2 hrs),700064.096336,8621661.02693,ZONE A,SMI028
130.843152452192356,-12.464898833891441,288,Zone A ($2.50/hr up to 2 hrs),700325.04845,8621342.2518,ZONE A,BEN305
130.843818512618128,-12.464456959405803,289,Zone A ($2.50/hr up to 2 hrs),700397.80244,8621390.63511,ZONE A,BEN304
