X,Y,OBJECTID,Asset_ID,Asset_Grou,Community,Address,Location,Short_ID,Asset_Clas,Asset_Cl00
130.890955026294563,-12.390535041769562,165,PlayEquip 180,Exercise Equipment,Anula,"59 Yanyula Dr, Anula",Yanyula Park,Yanyula Park,57,Playgrounds
130.891472905639148,-12.391274259104296,166,PlayEquip 181,Playground Equipment,Anula,"59 Yanyula Dr, Anula",Yanyula Park,Yanyula Park,57,Playgrounds
130.893998981738321,-12.393145968638731,167,PlayEquip 182,Playground Equipment,Anula,"74 Yanyula Dr, Anula",McMillans Road Green,McMillans Road Greenbelt,57,Playgrounds
130.893892036593599,-12.393497974239736,168,PlayEquip 183,Playground Equipment,Anula,"74 Yanyula Dr, Anula",McMillans Road Green,McMillans Road Greenbelt,57,Playgrounds
130.875132020875981,-12.390833006830883,169,PlayEquip 184,Playground Equipment,Jingili,"23 Borella Crct, Jingili",Borella Park,Borella Park,57,Playgrounds
130.895612966670257,-12.361855982289407,170,PlayEquip 186,Playground Equipment,Muirhead,"6 Raby St, Muirhead",William Foster Park,William Forster Park,57,Playgrounds
130.895468963901806,-12.362051004862098,171,PlayEquip 187,Playground Equipment,Muirhead,"6 Raby St, Muirhead",William Foster Park,William Forster Park,57,Playgrounds
130.875045031167502,-12.390691999042275,172,PlayEquip 188,Playground Equipment,Jingili,"23 Borella Crct, Jingili",Borella Park,Borella Park,57,Playgrounds
130.875186004743284,-12.390641955329427,173,PlayEquip 189,Playground Equipment,Jingili,"23 Borella Crct, Jingili",Borella Park,Borella Park,57,Playgrounds
130.875271027956984,-12.390529040576958,174,PlayEquip 190,Playground Equipment,Jingili,"23 Borella Crct, Jingili",Borella Park,Borella Park,57,Playgrounds
130.871461995195205,-12.388672032302336,175,PlayEquip 191,Playground Equipment,Jingili,"29 Gaden Crct, Jingili",Gaden Park,Gaden Park,57,Playgrounds
130.871210945294479,-12.388596857979731,176,PlayEquip 192,Playground Equipment,Jingili,"29 Gaden Crct, Jingili",Gaden Park,Gaden Park,57,Playgrounds
130.867214963640436,-12.385968956793302,177,PlayEquip 193,Playground Equipment,Jingili,"91 Freshwater Rd, Jingili",Water Gardens,Rapid Creek Water Gardens,57,Playgrounds
130.901473023261019,-12.391619741694523,178,PlayEquip 195,Playground Equipment,Malak,"13 Malak Cres, Malak",Malak Greenbelt,Malak Greenbelt,57,Playgrounds
130.916087931338382,-12.399458151146598,179,20150611103059,Exercise Equipment,Karama,"59 Koolinda Cres, Karama",Robyn Lesley Park,Robyn Lesley Park,57,Playgrounds
130.830114869330487,-12.413561745433299,180,20150625142926,Exercise Equipment,East Point,"Alec Fong Lim  Dr, East Point",East Point Reserve,East Point Foreshore,57,Playgrounds
130.903566977006676,-12.376661101432822,181,20160609101950ACA,Playground Equipment,Leanyer,"5 Parkside Cres, Leanyer",Parkside Park,Parkside Park,57,Playgrounds
130.921260066872776,-12.403445636753458,182,201606091044174D6,Playground Equipment,Karama,"1 Brazil Cres, Karama",Brazil Park,Brazil Park,57,Playgrounds
130.904663473720575,-12.395220111793874,183,20161019100745,Playground Equipment,Malak,"1 Holzerland St, Malak",Holzerland Park,Holzerland Park,57,Playgrounds
